case:concept:name,concept:name,time:timestamp,group
A_0133,Tutorial Complete,2024-01-02 13:22:00,A
A_0133,First Transaction,2024-01-02 13:34:00,A
A_0134,App Download,2024-01-29 00:00:00,A
A_0134,Account Registration,2024-01-29 00:17:00,A
A_0134,Phone Verification,2024-01-29 00:29:00,A
A_0134,Email Verification,2024-01-29 00:36:00,A
A_0134,ID Upload,2024-01-29 00:43:00,A
A_0134,ID Verification,2024-01-29 04:43:00,A
A_0134,Security Setup,2024-01-29 05:08:00,A
A_0134,Tutorial Start,2024-01-29 05:25:00,A
A_0134,Tutorial Complete,2024-01-29 05:56:00,A
A_0134,Dropoff,2024-01-29 06:13:00,A
A_0135,App Download,2024-01-27 00:00:00,A
A_0135,Account Registration,2024-01-27 00:11:00,A
A_0135,Phone Verification,2024-01-27 00:26:00,A
A_0135,Email Verification,2024-01-27 00:28:00,A
A_0135,ID Upload,2024-01-27 00:35:00,A
A_0135,ID Verification,2024-01-27 11:35:00,A
A_0135,Security Setup,2024-01-27 11:57:00,A
A_0135,Tutorial Start,2024-01-27 12:12:00,A
A_0135,Tutorial Complete,2024-01-27 12:44:00,A
A_0135,Dropoff,2024-01-27 12:57:00,A
A_0136,App Download,2024-01-01 00:00:00,A
A_0136,Account Registration,2024-01-01 00:07:00,A
A_0136,Phone Verification,2024-01-01 00:10:00,A
A_0136,Dropoff,2024-01-01 00:19:00,A
A_0137,App Download,2024-01-22 00:00:00,A
A_0137,Account Registration,2024-01-22 00:14:00,A
A_0137,Phone Verification,2024-01-22 00:21:00,A
A_0137,Email Verification,2024-01-22 00:31:00,A
A_0137,ID Upload,2024-01-22 00:36:00,A
A_0137,ID Verification,2024-01-22 21:36:00,A
A_0137,Security Setup,2024-01-22 22:00:00,A
A_0137,Tutorial Start,2024-01-22 22:18:00,A
A_0137,Tutorial Complete,2024-01-22 22:36:00,A
A_0137,Dropoff,2024-01-22 22:57:00,A
A_0138,App Download,2024-01-01 00:00:00,A
A_0138,Account Registration,2024-01-01 00:11:00,A
A_0138,Phone Verification,2024-01-01 00:24:00,A
A_0138,Email Verification,2024-01-01 00:27:00,A
A_0138,ID Upload,2024-01-01 00:32:00,A
A_0138,ID Verification,2024-01-01 16:32:00,A
A_0138,Security Setup,2024-01-01 17:01:00,A
A_0138,Tutorial Start,2024-01-01 17:12:00,A
A_0138,Tutorial Complete,2024-01-01 17:51:00,A
A_0138,First Transaction,2024-01-01 18:06:00,A
A_0139,App Download,2024-01-17 00:00:00,A
A_0139,Account Registration,2024-01-17 00:12:00,A
A_0139,Phone Verification,2024-01-17 00:24:00,A
A_0139,Email Verification,2024-01-17 00:29:00,A
A_0139,ID Upload,2024-01-17 00:36:00,A
A_0139,ID Verification,2024-01-17 10:36:00,A
A_0139,Security Setup,2024-01-17 10:47:00,A
A_0139,Tutorial Start,2024-01-17 11:04:00,A
A_0139,Tutorial Complete,2024-01-17 11:23:00,A
A_0139,First Transaction,2024-01-17 11:29:00,A
A_0140,App Download,2024-01-05 00:00:00,A
A_0140,Account Registration,2024-01-05 00:29:00,A
A_0140,Phone Verification,2024-01-05 00:41:00,A
A_0140,Email Verification,2024-01-05 00:48:00,A
A_0140,ID Upload,2024-01-05 00:53:00,A
A_0140,Dropoff,2024-01-05 12:55:00,A
A_0141,App Download,2024-01-05 00:00:00,A
A_0141,Account Registration,2024-01-05 00:18:00,A
A_0141,Phone Verification,2024-01-05 00:24:00,A
A_0141,Email Verification,2024-01-05 00:26:00,A
A_0141,ID Upload,2024-01-05 00:32:00,A
A_0141,ID Verification,2024-01-05 15:32:00,A
A_0141,Security Setup,2024-01-05 16:02:00,A
A_0141,Tutorial Start,2024-01-05 16:18:00,A
A_0141,Tutorial Complete,2024-01-05 16:33:00,A
A_0141,First Transaction,2024-01-05 16:40:00,A
A_0142,App Download,2024-01-15 00:00:00,A
A_0142,Account Registration,2024-01-15 00:17:00,A
A_0142,Phone Verification,2024-01-15 00:26:00,A
A_0142,Email Verification,2024-01-15 00:36:00,A
A_0142,ID Upload,2024-01-15 00:39:00,A
A_0142,Dropoff,2024-01-15 05:47:00,A
A_0143,App Download,2024-01-10 00:00:00,A
A_0143,Account Registration,2024-01-10 00:18:00,A
A_0143,Phone Verification,2024-01-10 00:23:00,A
A_0143,Email Verification,2024-01-10 00:28:00,A
A_0143,ID Upload,2024-01-10 00:32:00,A
A_0143,Dropoff,2024-01-10 20:38:00,A
A_0144,App Download,2024-01-18 00:00:00,A
A_0144,Account Registration,2024-01-18 00:10:00,A
A_0144,Phone Verification,2024-01-18 00:23:00,A
A_0144,Dropoff,2024-01-18 00:36:00,A
A_0145,App Download,2024-01-13 00:00:00,A
A_0145,Account Registration,2024-01-13 00:10:00,A
A_0145,Phone Verification,2024-01-13 00:14:00,A
A_0145,Email Verification,2024-01-13 00:18:00,A
A_0145,ID Upload,2024-01-13 00:25:00,A
A_0145,ID Verification,2024-01-13 12:25:00,A
A_0145,Security Setup,2024-01-13 12:36:00,A
A_0145,Dropoff,2024-01-13 12:57:00,A
A_0146,App Download,2024-01-25 00:00:00,A
A_0146,Account Registration,2024-01-25 00:14:00,A
A_0146,Phone Verification,2024-01-25 00:24:00,A
A_0146,Email Verification,2024-01-25 00:29:00,A
A_0146,ID Upload,2024-01-25 00:34:00,A
A_0146,ID Verification,2024-01-25 08:34:00,A
A_0146,Security Setup,2024-01-25 09:01:00,A
A_0146,Tutorial Start,2024-01-25 09:16:00,A
A_0146,Dropoff,2024-01-25 09:53:00,A
A_0147,App Download,2024-01-12 00:00:00,A
A_0147,Account Registration,2024-01-12 00:22:00,A
A_0147,Phone Verification,2024-01-12 00:31:00,A
A_0147,Email Verification,2024-01-12 00:40:00,A
A_0147,ID Upload,2024-01-12 00:46:00,A
A_0147,Dropoff,2024-01-12 13:52:00,A
A_0148,App Download,2024-01-22 00:00:00,A
A_0148,Account Registration,2024-01-22 00:20:00,A
A_0148,Phone Verification,2024-01-22 00:30:00,A
A_0148,Email Verification,2024-01-22 00:37:00,A
A_0148,ID Upload,2024-01-22 00:42:00,A
A_0148,Dropoff,2024-01-22 13:43:00,A
A_0149,App Download,2024-01-13 00:00:00,A
A_0149,Account Registration,2024-01-13 00:19:00,A
A_0149,Phone Verification,2024-01-13 00:31:00,A
A_0149,Email Verification,2024-01-13 00:39:00,A
A_0149,ID Upload,2024-01-13 00:47:00,A
A_0149,ID Verification,2024-01-13 12:47:00,A
A_0149,Security Setup,2024-01-13 13:08:00,A
A_0149,Tutorial Start,2024-01-13 13:18:00,A
A_0149,Dropoff,2024-01-13 13:43:00,A
A_0150,App Download,2024-01-14 00:00:00,A
A_0150,Account Registration,2024-01-14 00:21:00,A
A_0150,Phone Verification,2024-01-14 00:31:00,A
A_0150,Email Verification,2024-01-14 00:35:00,A
A_0150,ID Upload,2024-01-14 00:40:00,A
A_0150,ID Verification,2024-01-14 21:40:00,A
A_0150,Security Setup,2024-01-14 22:01:00,A
A_0150,Dropoff,2024-01-14 22:21:00,A
A_0151,App Download,2024-01-02 00:00:00,A
A_0151,Account Registration,2024-01-02 00:30:00,A
A_0151,Phone Verification,2024-01-02 00:45:00,A
A_0151,Email Verification,2024-01-02 00:53:00,A
A_0151,ID Upload,2024-01-02 00:55:00,A
A_0151,Dropoff,2024-01-03 01:02:00,A
A_0152,App Download,2024-01-08 00:00:00,A
A_0152,Account Registration,2024-01-08 00:21:00,A
A_0152,Phone Verification,2024-01-08 00:35:00,A
A_0152,Email Verification,2024-01-08 00:39:00,A
A_0152,ID Upload,2024-01-08 00:41:00,A
A_0152,ID Verification,2024-01-09 00:41:00,A
A_0152,Security Setup,2024-01-09 01:04:00,A
A_0152,Dropoff,2024-01-09 01:24:00,A
A_0153,App Download,2024-01-01 00:00:00,A
A_0153,Account Registration,2024-01-01 00:30:00,A
A_0153,Phone Verification,2024-01-01 00:43:00,A
A_0153,Email Verification,2024-01-01 00:45:00,A
A_0153,ID Upload,2024-01-01 00:48:00,A
A_0153,ID Verification,2024-01-01 07:48:00,A
A_0153,Security Setup,2024-01-01 08:01:00,A
A_0153,Dropoff,2024-01-01 08:20:00,A
A_0154,App Download,2024-01-18 00:00:00,A
A_0154,Account Registration,2024-01-18 00:05:00,A
A_0154,Phone Verification,2024-01-18 00:10:00,A
A_0154,Email Verification,2024-01-18 00:16:00,A
A_0154,ID Upload,2024-01-18 00:24:00,A
A_0154,Dropoff,2024-01-18 14:27:00,A
A_0155,App Download,2024-01-29 00:00:00,A
A_0155,Account Registration,2024-01-29 00:20:00,A
A_0155,Phone Verification,2024-01-29 00:29:00,A
A_0155,Email Verification,2024-01-29 00:32:00,A
A_0155,ID Upload,2024-01-29 00:36:00,A
A_0155,ID Verification,2024-01-29 18:36:00,A
A_0155,Security Setup,2024-01-29 19:04:00,A
A_0155,Tutorial Start,2024-01-29 19:29:00,A
A_0155,Tutorial Complete,2024-01-29 19:54:00,A
A_0155,Dropoff,2024-01-29 20:07:00,A
A_0156,App Download,2024-01-09 00:00:00,A
A_0156,Account Registration,2024-01-09 00:16:00,A
A_0156,Phone Verification,2024-01-09 00:31:00,A
A_0156,Email Verification,2024-01-09 00:36:00,A
A_0156,ID Upload,2024-01-09 00:42:00,A
A_0156,ID Verification,2024-01-09 12:42:00,A
A_0156,Security Setup,2024-01-09 13:12:00,A
A_0156,Tutorial Start,2024-01-09 13:29:00,A
A_0156,Tutorial Complete,2024-01-09 14:05:00,A
A_0156,First Transaction,2024-01-09 14:19:00,A
A_0157,App Download,2024-01-20 00:00:00,A
A_0157,Account Registration,2024-01-20 00:26:00,A
A_0157,Phone Verification,2024-01-20 00:38:00,A
A_0157,Email Verification,2024-01-20 00:41:00,A
A_0157,ID Upload,2024-01-20 00:45:00,A
A_0157,Dropoff,2024-01-20 09:55:00,A
A_0158,App Download,2024-01-23 00:00:00,A
A_0158,Account Registration,2024-01-23 00:15:00,A
A_0158,Phone Verification,2024-01-23 00:20:00,A
A_0158,Email Verification,2024-01-23 00:29:00,A
A_0158,ID Upload,2024-01-23 00:33:00,A
A_0158,ID Verification,2024-01-23 04:33:00,A
A_0158,Security Setup,2024-01-23 04:43:00,A
A_0158,Tutorial Start,2024-01-23 04:54:00,A
A_0158,Tutorial Complete,2024-01-23 05:11:00,A
A_0158,Dropoff,2024-01-23 05:28:00,A
A_0159,App Download,2024-01-08 00:00:00,A
A_0159,Account Registration,2024-01-08 00:29:00,A
A_0159,Phone Verification,2024-01-08 00:33:00,A
A_0159,Email Verification,2024-01-08 00:39:00,A
A_0159,ID Upload,2024-01-08 00:44:00,A
A_0159,ID Verification,2024-01-08 09:44:00,A
A_0159,Security Setup,2024-01-08 09:54:00,A
A_0159,Dropoff,2024-01-08 10:08:00,A
A_0160,App Download,2024-01-11 00:00:00,A
A_0160,Account Registration,2024-01-11 00:26:00,A
A_0160,Phone Verification,2024-01-11 00:29:00,A
A_0160,Email Verification,2024-01-11 00:36:00,A
A_0160,ID Upload,2024-01-11 00:41:00,A
A_0160,ID Verification,2024-01-11 22:41:00,A
A_0160,Security Setup,2024-01-11 23:10:00,A
A_0160,Dropoff,2024-01-11 23:39:00,A
A_0161,App Download,2024-01-02 00:00:00,A
A_0161,Account Registration,2024-01-02 00:05:00,A
A_0161,Phone Verification,2024-01-02 00:19:00,A
A_0161,Email Verification,2024-01-02 00:28:00,A
A_0161,ID Upload,2024-01-02 00:34:00,A
A_0161,ID Verification,2024-01-02 08:34:00,A
A_0161,Security Setup,2024-01-02 08:53:00,A
A_0161,Tutorial Start,2024-01-02 09:14:00,A
A_0161,Tutorial Complete,2024-01-02 09:37:00,A
A_0161,Dropoff,2024-01-02 09:45:00,A
A_0162,App Download,2024-01-01 00:00:00,A
A_0162,Account Registration,2024-01-01 00:26:00,A
A_0162,Phone Verification,2024-01-01 00:37:00,A
A_0162,Email Verification,2024-01-01 00:40:00,A
A_0162,ID Upload,2024-01-01 00:43:00,A
A_0162,ID Verification,2024-01-01 19:43:00,A
A_0162,Security Setup,2024-01-01 20:06:00,A
A_0162,Tutorial Start,2024-01-01 20:26:00,A
A_0162,Dropoff,2024-01-01 20:51:00,A
A_0163,App Download,2024-01-15 00:00:00,A
A_0163,Account Registration,2024-01-15 00:10:00,A
A_0163,Phone Verification,2024-01-15 00:18:00,A
A_0163,Email Verification,2024-01-15 00:25:00,A
A_0163,ID Upload,2024-01-15 00:29:00,A
A_0163,ID Verification,2024-01-15 05:29:00,A
A_0163,Security Setup,2024-01-15 05:57:00,A
A_0163,Tutorial Start,2024-01-15 06:13:00,A
A_0163,Tutorial Complete,2024-01-15 06:42:00,A
A_0163,Dropoff,2024-01-15 06:55:00,A
A_0164,App Download,2024-01-27 00:00:00,A
A_0164,Account Registration,2024-01-27 00:30:00,A
A_0164,Dropoff,2024-01-27 00:43:00,A
A_0165,App Download,2024-01-28 00:00:00,A
A_0165,Account Registration,2024-01-28 00:26:00,A
A_0165,Phone Verification,2024-01-28 00:35:00,A
A_0165,Email Verification,2024-01-28 00:43:00,A
A_0165,ID Upload,2024-01-28 00:45:00,A
A_0165,ID Verification,2024-01-28 08:45:00,A
A_0165,Security Setup,2024-01-28 08:58:00,A
A_0165,Dropoff,2024-01-28 09:18:00,A
A_0166,App Download,2024-01-26 00:00:00,A
A_0166,Account Registration,2024-01-26 00:22:00,A
A_0166,Phone Verification,2024-01-26 00:28:00,A
A_0166,Dropoff,2024-01-26 00:41:00,A
A_0167,App Download,2024-01-19 00:00:00,A
A_0167,Account Registration,2024-01-19 00:16:00,A
A_0167,Dropoff,2024-01-19 00:35:00,A
A_0168,App Download,2024-01-15 00:00:00,A
A_0168,Account Registration,2024-01-15 00:28:00,A
A_0168,Phone Verification,2024-01-15 00:31:00,A
A_0168,Email Verification,2024-01-15 00:35:00,A
A_0168,ID Upload,2024-01-15 00:40:00,A
A_0168,ID Verification,2024-01-15 21:40:00,A
A_0168,Security Setup,2024-01-15 21:53:00,A
A_0168,Tutorial Start,2024-01-15 22:14:00,A
A_0168,Tutorial Complete,2024-01-15 22:50:00,A
A_0168,First Transaction,2024-01-15 22:59:00,A
A_0169,App Download,2024-01-14 00:00:00,A
A_0169,Account Registration,2024-01-14 00:05:00,A
A_0169,Phone Verification,2024-01-14 00:16:00,A
A_0169,Email Verification,2024-01-14 00:25:00,A
A_0169,ID Upload,2024-01-14 00:27:00,A
A_0169,ID Verification,2024-01-14 02:27:00,A
A_0169,Security Setup,2024-01-14 02:44:00,A
A_0169,Dropoff,2024-01-14 03:08:00,A
A_0170,App Download,2024-01-01 00:00:00,A
A_0170,Account Registration,2024-01-01 00:24:00,A
A_0170,Phone Verification,2024-01-01 00:39:00,A
A_0170,Dropoff,2024-01-01 00:53:00,A
A_0171,App Download,2024-01-19 00:00:00,A
A_0171,Account Registration,2024-01-19 00:08:00,A
A_0171,Dropoff,2024-01-19 00:24:00,A
A_0172,App Download,2024-01-07 00:00:00,A
A_0172,Account Registration,2024-01-07 00:27:00,A
A_0172,Phone Verification,2024-01-07 00:34:00,A
A_0172,Email Verification,2024-01-07 00:39:00,A
A_0172,ID Upload,2024-01-07 00:46:00,A
A_0172,ID Verification,2024-01-07 23:46:00,A
A_0172,Security Setup,2024-01-08 00:02:00,A
A_0172,Tutorial Start,2024-01-08 00:27:00,A
A_0172,Tutorial Complete,2024-01-08 00:58:00,A
A_0172,First Transaction,2024-01-08 01:07:00,A
A_0173,App Download,2024-01-03 00:00:00,A
A_0173,Account Registration,2024-01-03 00:12:00,A
A_0173,Phone Verification,2024-01-03 00:26:00,A
A_0173,Email Verification,2024-01-03 00:35:00,A
A_0173,ID Upload,2024-01-03 00:41:00,A
A_0173,Dropoff,2024-01-03 17:43:00,A
A_0174,App Download,2024-01-18 00:00:00,A
A_0174,Account Registration,2024-01-18 00:21:00,A
A_0174,Phone Verification,2024-01-18 00:25:00,A
A_0174,Email Verification,2024-01-18 00:28:00,A
A_0174,ID Upload,2024-01-18 00:31:00,A
A_0174,ID Verification,2024-01-18 09:31:00,A
A_0174,Security Setup,2024-01-18 10:00:00,A
A_0174,Dropoff,2024-01-18 10:23:00,A
A_0175,App Download,2024-01-07 00:00:00,A
A_0175,Account Registration,2024-01-07 00:11:00,A
A_0175,Phone Verification,2024-01-07 00:15:00,A
A_0175,Email Verification,2024-01-07 00:19:00,A
A_0175,ID Upload,2024-01-07 00:26:00,A
A_0175,ID Verification,2024-01-07 16:26:00,A
A_0175,Security Setup,2024-01-07 16:50:00,A
A_0175,Tutorial Start,2024-01-07 17:03:00,A
A_0175,Tutorial Complete,2024-01-07 17:34:00,A
A_0175,First Transaction,2024-01-07 17:48:00,A
A_0176,App Download,2024-01-08 00:00:00,A
A_0176,Account Registration,2024-01-08 00:28:00,A
A_0176,Phone Verification,2024-01-08 00:39:00,A
A_0176,Email Verification,2024-01-08 00:41:00,A
A_0176,ID Upload,2024-01-08 00:48:00,A
A_0176,ID Verification,2024-01-08 04:48:00,A
A_0176,Security Setup,2024-01-08 05:03:00,A
A_0176,Dropoff,2024-01-08 05:27:00,A
A_0177,App Download,2024-01-31 00:00:00,A
A_0177,Account Registration,2024-01-31 00:09:00,A
A_0177,Phone Verification,2024-01-31 00:14:00,A
A_0177,Email Verification,2024-01-31 00:20:00,A
A_0177,ID Upload,2024-01-31 00:24:00,A
A_0177,ID Verification,2024-01-31 23:24:00,A
A_0177,Security Setup,2024-01-31 23:41:00,A
A_0177,Tutorial Start,2024-02-01 00:01:00,A
A_0177,Tutorial Complete,2024-02-01 00:31:00,A
A_0177,First Transaction,2024-02-01 00:44:00,A
A_0178,App Download,2024-01-29 00:00:00,A
A_0178,Account Registration,2024-01-29 00:13:00,A
A_0178,Phone Verification,2024-01-29 00:25:00,A
A_0178,Email Verification,2024-01-29 00:28:00,A
A_0178,ID Upload,2024-01-29 00:30:00,A
A_0178,Dropoff,2024-01-29 11:36:00,A
A_0179,App Download,2024-01-20 00:00:00,A
A_0179,Account Registration,2024-01-20 00:23:00,A
A_0179,Phone Verification,2024-01-20 00:26:00,A
A_0179,Email Verification,2024-01-20 00:30:00,A
A_0179,ID Upload,2024-01-20 00:33:00,A
A_0179,ID Verification,2024-01-20 06:33:00,A
A_0179,Security Setup,2024-01-20 06:46:00,A
A_0179,Tutorial Start,2024-01-20 07:11:00,A
A_0179,Tutorial Complete,2024-01-20 07:29:00,A
A_0179,Dropoff,2024-01-20 07:48:00,A
A_0180,App Download,2024-01-28 00:00:00,A
A_0180,Account Registration,2024-01-28 00:25:00,A
A_0180,Phone Verification,2024-01-28 00:40:00,A
A_0180,Email Verification,2024-01-28 00:49:00,A
A_0180,ID Upload,2024-01-28 00:53:00,A
A_0180,ID Verification,2024-01-28 08:53:00,A
A_0180,Security Setup,2024-01-28 09:10:00,A
A_0180,Dropoff,2024-01-28 09:29:00,A
A_0181,App Download,2024-01-19 00:00:00,A
A_0181,Account Registration,2024-01-19 00:10:00,A
A_0181,Phone Verification,2024-01-19 00:18:00,A
A_0181,Email Verification,2024-01-19 00:21:00,A
A_0181,ID Upload,2024-01-19 00:24:00,A
A_0181,Dropoff,2024-01-19 09:33:00,A
A_0182,App Download,2024-01-04 00:00:00,A
A_0182,Account Registration,2024-01-04 00:12:00,A
A_0182,Phone Verification,2024-01-04 00:21:00,A
A_0182,Email Verification,2024-01-04 00:25:00,A
A_0182,ID Upload,2024-01-04 00:32:00,A
A_0182,Dropoff,2024-01-04 12:42:00,A
A_0183,App Download,2024-01-31 00:00:00,A
A_0183,Account Registration,2024-01-31 00:27:00,A
A_0183,Phone Verification,2024-01-31 00:37:00,A
A_0183,Email Verification,2024-01-31 00:47:00,A
A_0183,ID Upload,2024-01-31 00:51:00,A
A_0183,ID Verification,2024-01-31 14:51:00,A
A_0183,Security Setup,2024-01-31 15:03:00,A
A_0183,Dropoff,2024-01-31 15:26:00,A
A_0184,App Download,2024-01-21 00:00:00,A
A_0184,Account Registration,2024-01-21 00:06:00,A
A_0184,Phone Verification,2024-01-21 00:15:00,A
A_0184,Email Verification,2024-01-21 00:25:00,A
A_0184,ID Upload,2024-01-21 00:27:00,A
A_0184,ID Verification,2024-01-21 06:27:00,A
A_0184,Security Setup,2024-01-21 06:51:00,A
A_0184,Tutorial Start,2024-01-21 07:13:00,A
A_0184,Tutorial Complete,2024-01-21 07:51:00,A
A_0184,Dropoff,2024-01-21 08:05:00,A
A_0185,App Download,2024-01-13 00:00:00,A
A_0185,Account Registration,2024-01-13 00:09:00,A
A_0185,Phone Verification,2024-01-13 00:21:00,A
A_0185,Email Verification,2024-01-13 00:26:00,A
A_0185,ID Upload,2024-01-13 00:30:00,A
A_0185,ID Verification,2024-01-13 03:30:00,A
A_0185,Security Setup,2024-01-13 03:43:00,A
A_0185,Tutorial Start,2024-01-13 03:56:00,A
A_0185,Dropoff,2024-01-13 04:26:00,A
A_0186,App Download,2024-01-18 00:00:00,A
A_0186,Account Registration,2024-01-18 00:27:00,A
A_0186,Phone Verification,2024-01-18 00:39:00,A
A_0186,Email Verification,2024-01-18 00:43:00,A
A_0186,ID Upload,2024-01-18 00:45:00,A
A_0186,ID Verification,2024-01-18 18:45:00,A
A_0186,Security Setup,2024-01-18 19:13:00,A
A_0186,Tutorial Start,2024-01-18 19:31:00,A
A_0186,Dropoff,2024-01-18 20:17:00,A
A_0187,App Download,2024-01-09 00:00:00,A
A_0187,Account Registration,2024-01-09 00:28:00,A
A_0187,Phone Verification,2024-01-09 00:40:00,A
A_0187,Email Verification,2024-01-09 00:47:00,A
A_0187,ID Upload,2024-01-09 00:55:00,A
A_0187,ID Verification,2024-01-09 06:55:00,A
A_0187,Security Setup,2024-01-09 07:06:00,A
A_0187,Tutorial Start,2024-01-09 07:25:00,A
A_0187,Dropoff,2024-01-09 08:08:00,A
A_0188,App Download,2024-01-22 00:00:00,A
A_0188,Account Registration,2024-01-22 00:08:00,A
A_0188,Phone Verification,2024-01-22 00:18:00,A
A_0188,Email Verification,2024-01-22 00:26:00,A
A_0188,ID Upload,2024-01-22 00:30:00,A
A_0188,ID Verification,2024-01-22 20:30:00,A
A_0188,Security Setup,2024-01-22 20:48:00,A
A_0188,Tutorial Start,2024-01-22 21:10:00,A
A_0188,Tutorial Complete,2024-01-22 21:34:00,A
A_0188,First Transaction,2024-01-22 21:43:00,A
A_0189,App Download,2024-01-26 00:00:00,A
A_0189,Account Registration,2024-01-26 00:16:00,A
A_0189,Phone Verification,2024-01-26 00:26:00,A
A_0189,Email Verification,2024-01-26 00:29:00,A
A_0189,ID Upload,2024-01-26 00:36:00,A
A_0189,ID Verification,2024-01-26 12:36:00,A
A_0189,Security Setup,2024-01-26 12:50:00,A
A_0189,Tutorial Start,2024-01-26 13:12:00,A
A_0189,Dropoff,2024-01-26 13:46:00,A
A_0190,App Download,2024-01-20 00:00:00,A
A_0190,Account Registration,2024-01-20 00:12:00,A
A_0190,Phone Verification,2024-01-20 00:15:00,A
A_0190,Email Verification,2024-01-20 00:18:00,A
A_0190,ID Upload,2024-01-20 00:24:00,A
A_0190,ID Verification,2024-01-20 11:24:00,A
A_0190,Security Setup,2024-01-20 11:41:00,A
A_0190,Tutorial Start,2024-01-20 11:54:00,A
A_0190,Tutorial Complete,2024-01-20 12:22:00,A
A_0190,Dropoff,2024-01-20 12:42:00,A
A_0191,App Download,2024-01-09 00:00:00,A
A_0191,Account Registration,2024-01-09 00:21:00,A
A_0191,Phone Verification,2024-01-09 00:27:00,A
A_0191,Email Verification,2024-01-09 00:36:00,A
A_0191,ID Upload,2024-01-09 00:39:00,A
A_0191,ID Verification,2024-01-09 16:39:00,A
A_0191,Security Setup,2024-01-09 17:00:00,A
A_0191,Dropoff,2024-01-09 17:21:00,A
A_0192,App Download,2024-01-09 00:00:00,A
A_0192,Account Registration,2024-01-09 00:08:00,A
A_0192,Dropoff,2024-01-09 00:14:00,A
A_0193,App Download,2024-01-23 00:00:00,A
A_0193,Account Registration,2024-01-23 00:11:00,A
A_0193,Phone Verification,2024-01-23 00:22:00,A
A_0193,Email Verification,2024-01-23 00:28:00,A
A_0193,ID Upload,2024-01-23 00:31:00,A
A_0193,ID Verification,2024-01-23 11:31:00,A
A_0193,Security Setup,2024-01-23 11:46:00,A
A_0193,Dropoff,2024-01-23 12:11:00,A
A_0194,App Download,2024-01-30 00:00:00,A
A_0194,Account Registration,2024-01-30 00:09:00,A
A_0194,Phone Verification,2024-01-30 00:12:00,A
A_0194,Email Verification,2024-01-30 00:15:00,A
A_0194,ID Upload,2024-01-30 00:19:00,A
A_0194,ID Verification,2024-01-30 08:19:00,A
A_0194,Security Setup,2024-01-30 08:30:00,A
A_0194,Dropoff,2024-01-30 08:45:00,A
A_0195,App Download,2024-01-06 00:00:00,A
A_0195,Account Registration,2024-01-06 00:12:00,A
A_0195,Phone Verification,2024-01-06 00:24:00,A
A_0195,Email Verification,2024-01-06 00:34:00,A
A_0195,ID Upload,2024-01-06 00:40:00,A
A_0195,Dropoff,2024-01-06 17:44:00,A
A_0196,App Download,2024-01-08 00:00:00,A
A_0196,Account Registration,2024-01-08 00:16:00,A
A_0196,Phone Verification,2024-01-08 00:21:00,A
A_0196,Email Verification,2024-01-08 00:23:00,A
A_0196,ID Upload,2024-01-08 00:29:00,A
A_0196,Dropoff,2024-01-08 08:37:00,A
A_0197,App Download,2024-01-12 00:00:00,A
A_0197,Account Registration,2024-01-12 00:16:00,A
A_0197,Phone Verification,2024-01-12 00:29:00,A
A_0197,Dropoff,2024-01-12 00:37:00,A
A_0198,App Download,2024-01-06 00:00:00,A
A_0198,Account Registration,2024-01-06 00:07:00,A
A_0198,Phone Verification,2024-01-06 00:18:00,A
A_0198,Email Verification,2024-01-06 00:25:00,A
A_0198,ID Upload,2024-01-06 00:32:00,A
A_0198,ID Verification,2024-01-06 03:32:00,A
A_0198,Security Setup,2024-01-06 03:53:00,A
A_0198,Tutorial Start,2024-01-06 04:05:00,A
A_0198,Tutorial Complete,2024-01-06 04:23:00,A
A_0198,First Transaction,2024-01-06 04:37:00,A
A_0199,App Download,2024-01-06 00:00:00,A
A_0199,Account Registration,2024-01-06 00:22:00,A
A_0199,Phone Verification,2024-01-06 00:26:00,A
A_0199,Email Verification,2024-01-06 00:36:00,A
A_0199,ID Upload,2024-01-06 00:39:00,A
A_0199,ID Verification,2024-01-06 22:39:00,A
A_0199,Security Setup,2024-01-06 22:57:00,A
A_0199,Tutorial Start,2024-01-06 23:13:00,A
A_0199,Tutorial Complete,2024-01-06 23:46:00,A
A_0199,First Transaction,2024-01-06 23:56:00,A
A_0200,App Download,2024-01-26 00:00:00,A
A_0200,Account Registration,2024-01-26 00:14:00,A
A_0200,Phone Verification,2024-01-26 00:20:00,A
A_0200,Email Verification,2024-01-26 00:29:00,A
A_0200,ID Upload,2024-01-26 00:37:00,A
A_0200,ID Verification,2024-01-26 21:37:00,A
A_0200,Security Setup,2024-01-26 22:07:00,A
A_0200,Tutorial Start,2024-01-26 22:17:00,A
A_0200,Tutorial Complete,2024-01-26 22:50:00,A
A_0200,First Transaction,2024-01-26 22:58:00,A
A_0201,App Download,2024-01-05 00:00:00,A
A_0201,Account Registration,2024-01-05 00:13:00,A
A_0201,Phone Verification,2024-01-05 00:28:00,A
A_0201,Email Verification,2024-01-05 00:30:00,A
A_0201,ID Upload,2024-01-05 00:36:00,A
A_0201,ID Verification,2024-01-05 22:36:00,A
A_0201,Security Setup,2024-01-05 23:00:00,A
A_0201,Tutorial Start,2024-01-05 23:17:00,A
A_0201,Tutorial Complete,2024-01-05 23:38:00,A
A_0201,First Transaction,2024-01-05 23:47:00,A
A_0202,App Download,2024-01-01 00:00:00,A
A_0202,Account Registration,2024-01-01 00:26:00,A
A_0202,Phone Verification,2024-01-01 00:37:00,A
A_0202,Email Verification,2024-01-01 00:46:00,A
